image_path,label,dataset,case_id
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\2458.jpg,0,TN3K_trainval,2458
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1569.jpg,1,TN3K_trainval,1569
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\2856.jpg,1,TN3K_trainval,2856
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\2680.jpg,1,TN3K_trainval,2680
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1560.jpg,1,TN3K_trainval,1560
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0727.jpg,1,TN3K_trainval,0727
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\2649.jpg,0,TN3K_trainval,2649
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1141.jpg,0,TN3K_trainval,1141
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1290.jpg,0,TN3K_trainval,1290
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1117.jpg,0,TN3K_trainval,1117
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\2335.jpg,0,TN3K_trainval,2335
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\2511.jpg,0,TN3K_trainval,2511
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\2862.jpg,1,TN3K_trainval,2862
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0126.jpg,0,TN3K_trainval,0126
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0684.jpg,0,TN3K_trainval,0684
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1491.jpg,1,TN3K_trainval,1491
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0747.jpg,1,TN3K_trainval,0747
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\2771.jpg,1,TN3K_trainval,2771
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1015.jpg,0,TN3K_trainval,1015
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1298.jpg,0,TN3K_trainval,1298
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1097.jpg,0,TN3K_trainval,1097
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0673.jpg,0,TN3K_trainval,0673
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\2215.jpg,1,TN3K_trainval,2215
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1776.jpg,0,TN3K_trainval,1776
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0973.jpg,0,TN3K_trainval,0973
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1230.jpg,0,TN3K_trainval,1230
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\2523.jpg,0,TN3K_trainval,2523
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\2482.jpg,0,TN3K_trainval,2482
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\2800.jpg,1,TN3K_trainval,2800
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1870.jpg,0,TN3K_trainval,1870
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\2517.jpg,0,TN3K_trainval,2517
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\2767.jpg,1,TN3K_trainval,2767
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1372.jpg,0,TN3K_trainval,1372
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\2356.jpg,0,TN3K_trainval,2356
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\2685.jpg,1,TN3K_trainval,2685
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0603.jpg,0,TN3K_trainval,0603
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\2026.jpg,1,TN3K_trainval,2026
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1305.jpg,0,TN3K_trainval,1305
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\2139.jpg,1,TN3K_trainval,2139
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1309.jpg,0,TN3K_trainval,1309
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1597.jpg,1,TN3K_trainval,1597
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0459.jpg,0,TN3K_trainval,0459
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\2138.jpg,1,TN3K_trainval,2138
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\2782.jpg,1,TN3K_trainval,2782
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\2578.jpg,0,TN3K_trainval,2578
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\2750.jpg,1,TN3K_trainval,2750
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\2344.jpg,0,TN3K_trainval,2344
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0472.jpg,0,TN3K_trainval,0472
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0883.jpg,1,TN3K_trainval,0883
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\2143.jpg,1,TN3K_trainval,2143
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1907.jpg,0,TN3K_trainval,1907
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0854.jpg,1,TN3K_trainval,0854
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\2006.jpg,1,TN3K_trainval,2006
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\2180.jpg,1,TN3K_trainval,2180
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0980.jpg,0,TN3K_trainval,0980
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0227.jpg,0,TN3K_trainval,0227
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1470.jpg,1,TN3K_trainval,1470
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0828.jpg,1,TN3K_trainval,0828
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1343.jpg,0,TN3K_trainval,1343
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0451.jpg,0,TN3K_trainval,0451
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1619.jpg,1,TN3K_trainval,1619
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0042.jpg,0,TN3K_trainval,0042
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0342.jpg,0,TN3K_trainval,0342
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1960.jpg,0,TN3K_trainval,1960
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1113.jpg,0,TN3K_trainval,1113
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1412.jpg,1,TN3K_trainval,1412
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\2271.jpg,1,TN3K_trainval,2271
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0986.jpg,0,TN3K_trainval,0986
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0476.jpg,0,TN3K_trainval,0476
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\2581.jpg,0,TN3K_trainval,2581
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0371.jpg,0,TN3K_trainval,0371
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\2040.jpg,1,TN3K_trainval,2040
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0170.jpg,0,TN3K_trainval,0170
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1575.jpg,1,TN3K_trainval,1575
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0991.jpg,0,TN3K_trainval,0991
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0713.jpg,1,TN3K_trainval,0713
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1379.jpg,0,TN3K_trainval,1379
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\2789.jpg,1,TN3K_trainval,2789
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0286.jpg,0,TN3K_trainval,0286
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1604.jpg,1,TN3K_trainval,1604
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1936.jpg,0,TN3K_trainval,1936
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0211.jpg,0,TN3K_trainval,0211
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\2522.jpg,0,TN3K_trainval,2522
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1572.jpg,1,TN3K_trainval,1572
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1778.jpg,0,TN3K_trainval,1778
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0750.jpg,1,TN3K_trainval,0750
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\2533.jpg,0,TN3K_trainval,2533
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0043.jpg,0,TN3K_trainval,0043
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0810.jpg,1,TN3K_trainval,0810
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\2050.jpg,1,TN3K_trainval,2050
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1265.jpg,0,TN3K_trainval,1265
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\2635.jpg,0,TN3K_trainval,2635
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0923.jpg,1,TN3K_trainval,0923
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1805.jpg,0,TN3K_trainval,1805
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\2224.jpg,1,TN3K_trainval,2224
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\2445.jpg,0,TN3K_trainval,2445
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\2285.jpg,0,TN3K_trainval,2285
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0388.jpg,0,TN3K_trainval,0388
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0885.jpg,1,TN3K_trainval,0885
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1621.jpg,1,TN3K_trainval,1621
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1064.jpg,0,TN3K_trainval,1064
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\2350.jpg,0,TN3K_trainval,2350
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\2209.jpg,1,TN3K_trainval,2209
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\2798.jpg,1,TN3K_trainval,2798
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0187.jpg,0,TN3K_trainval,0187
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1126.jpg,0,TN3K_trainval,1126
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1833.jpg,0,TN3K_trainval,1833
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\2860.jpg,1,TN3K_trainval,2860
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1607.jpg,1,TN3K_trainval,1607
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\2166.jpg,1,TN3K_trainval,2166
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\2265.jpg,1,TN3K_trainval,2265
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1428.jpg,1,TN3K_trainval,1428
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\2322.jpg,0,TN3K_trainval,2322
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1250.jpg,0,TN3K_trainval,1250
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1331.jpg,0,TN3K_trainval,1331
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\2647.jpg,0,TN3K_trainval,2647
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0321.jpg,0,TN3K_trainval,0321
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\2448.jpg,0,TN3K_trainval,2448
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1972.jpg,0,TN3K_trainval,1972
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1022.jpg,0,TN3K_trainval,1022
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\2222.jpg,1,TN3K_trainval,2222
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0112.jpg,0,TN3K_trainval,0112
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0797.jpg,1,TN3K_trainval,0797
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1173.jpg,0,TN3K_trainval,1173
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0159.jpg,0,TN3K_trainval,0159
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1603.jpg,1,TN3K_trainval,1603
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\2587.jpg,0,TN3K_trainval,2587
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1831.jpg,0,TN3K_trainval,1831
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\2609.jpg,0,TN3K_trainval,2609
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\2559.jpg,0,TN3K_trainval,2559
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1633.jpg,0,TN3K_trainval,1633
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1725.jpg,0,TN3K_trainval,1725
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1770.jpg,0,TN3K_trainval,1770
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\2866.jpg,1,TN3K_trainval,2866
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0254.jpg,0,TN3K_trainval,0254
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0835.jpg,1,TN3K_trainval,0835
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0415.jpg,0,TN3K_trainval,0415
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1052.jpg,0,TN3K_trainval,1052
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0354.jpg,0,TN3K_trainval,0354
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1399.jpg,1,TN3K_trainval,1399
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1606.jpg,1,TN3K_trainval,1606
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1782.jpg,0,TN3K_trainval,1782
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1883.jpg,0,TN3K_trainval,1883
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1206.jpg,0,TN3K_trainval,1206
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0303.jpg,0,TN3K_trainval,0303
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1383.jpg,0,TN3K_trainval,1383
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\2783.jpg,1,TN3K_trainval,2783
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0998.jpg,0,TN3K_trainval,0998
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0903.jpg,1,TN3K_trainval,0903
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1318.jpg,0,TN3K_trainval,1318
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0288.jpg,0,TN3K_trainval,0288
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0304.jpg,0,TN3K_trainval,0304
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\2153.jpg,1,TN3K_trainval,2153
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\2638.jpg,0,TN3K_trainval,2638
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1580.jpg,1,TN3K_trainval,1580
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0886.jpg,1,TN3K_trainval,0886
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1617.jpg,1,TN3K_trainval,1617
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1534.jpg,1,TN3K_trainval,1534
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1899.jpg,0,TN3K_trainval,1899
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0764.jpg,1,TN3K_trainval,0764
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\2506.jpg,0,TN3K_trainval,2506
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0757.jpg,1,TN3K_trainval,0757
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\2699.jpg,1,TN3K_trainval,2699
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1366.jpg,0,TN3K_trainval,1366
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0576.jpg,0,TN3K_trainval,0576
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\2424.jpg,0,TN3K_trainval,2424
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\2175.jpg,1,TN3K_trainval,2175
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0395.jpg,0,TN3K_trainval,0395
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1373.jpg,0,TN3K_trainval,1373
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0635.jpg,0,TN3K_trainval,0635
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1581.jpg,1,TN3K_trainval,1581
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0687.jpg,0,TN3K_trainval,0687
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\2586.jpg,0,TN3K_trainval,2586
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1218.jpg,0,TN3K_trainval,1218
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1200.jpg,0,TN3K_trainval,1200
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\2181.jpg,1,TN3K_trainval,2181
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\2799.jpg,1,TN3K_trainval,2799
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\2672.jpg,0,TN3K_trainval,2672
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1017.jpg,0,TN3K_trainval,1017
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0777.jpg,1,TN3K_trainval,0777
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1082.jpg,0,TN3K_trainval,1082
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\2302.jpg,0,TN3K_trainval,2302
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0798.jpg,1,TN3K_trainval,0798
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1726.jpg,0,TN3K_trainval,1726
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\2080.jpg,1,TN3K_trainval,2080
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1099.jpg,0,TN3K_trainval,1099
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0919.jpg,1,TN3K_trainval,0919
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0831.jpg,1,TN3K_trainval,0831
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\2058.jpg,1,TN3K_trainval,2058
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1089.jpg,0,TN3K_trainval,1089
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1745.jpg,0,TN3K_trainval,1745
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0059.jpg,0,TN3K_trainval,0059
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0698.jpg,1,TN3K_trainval,0698
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\2433.jpg,0,TN3K_trainval,2433
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\2737.jpg,1,TN3K_trainval,2737
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0181.jpg,0,TN3K_trainval,0181
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1417.jpg,1,TN3K_trainval,1417
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1911.jpg,0,TN3K_trainval,1911
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0968.jpg,0,TN3K_trainval,0968
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\2602.jpg,0,TN3K_trainval,2602
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\2558.jpg,0,TN3K_trainval,2558
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0726.jpg,1,TN3K_trainval,0726
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\2710.jpg,1,TN3K_trainval,2710
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1256.jpg,0,TN3K_trainval,1256
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1612.jpg,1,TN3K_trainval,1612
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\2286.jpg,0,TN3K_trainval,2286
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1777.jpg,0,TN3K_trainval,1777
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1357.jpg,0,TN3K_trainval,1357
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1771.jpg,0,TN3K_trainval,1771
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0590.jpg,0,TN3K_trainval,0590
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\2052.jpg,1,TN3K_trainval,2052
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\2603.jpg,0,TN3K_trainval,2603
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0123.jpg,0,TN3K_trainval,0123
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1195.jpg,0,TN3K_trainval,1195
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\2485.jpg,0,TN3K_trainval,2485
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0067.jpg,0,TN3K_trainval,0067
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0774.jpg,1,TN3K_trainval,0774
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\2414.jpg,0,TN3K_trainval,2414
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0933.jpg,1,TN3K_trainval,0933
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0294.jpg,0,TN3K_trainval,0294
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1646.jpg,0,TN3K_trainval,1646
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0142.jpg,0,TN3K_trainval,0142
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1388.jpg,0,TN3K_trainval,1388
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\2101.jpg,1,TN3K_trainval,2101
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1021.jpg,0,TN3K_trainval,1021
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0446.jpg,0,TN3K_trainval,0446
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0337.jpg,0,TN3K_trainval,0337
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\2630.jpg,0,TN3K_trainval,2630
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0090.jpg,0,TN3K_trainval,0090
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0248.jpg,0,TN3K_trainval,0248
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\2644.jpg,0,TN3K_trainval,2644
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\2038.jpg,1,TN3K_trainval,2038
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\2486.jpg,0,TN3K_trainval,2486
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0889.jpg,1,TN3K_trainval,0889
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1000.jpg,0,TN3K_trainval,1000
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0712.jpg,1,TN3K_trainval,0712
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0722.jpg,1,TN3K_trainval,0722
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1630.jpg,0,TN3K_trainval,1630
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0801.jpg,1,TN3K_trainval,0801
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1140.jpg,0,TN3K_trainval,1140
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1608.jpg,1,TN3K_trainval,1608
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1629.jpg,0,TN3K_trainval,1629
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1176.jpg,0,TN3K_trainval,1176
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\2399.jpg,0,TN3K_trainval,2399
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1861.jpg,0,TN3K_trainval,1861
